Accession #	IMAGE ID	Stop codon	Gene ID	Symbol	Description
BC160322	100064066	with	258669	Olfr824	olfactory receptor 824
BC141582	100014541	without	258598	Olfr828	olfactory receptor 828
BC146590	100014852	with	258598	Olfr828	olfactory receptor 828
BC141587	100014506	without	259070	Olfr829	olfactory receptor 829
BC146591	100014829	with	259070	Olfr829	olfactory receptor 829
BC141445	100014763	without	258908	Olfr853	olfactory receptor 853
BC141443	100014739	without	258515	Olfr854	olfactory receptor 854
BC148325	100015300	without	57251	Olfr870	olfactory receptor 870
BC152976	100016260	with	57251	Olfr870	olfactory receptor 870
BC140420	100014406	without	258882	Olfr874	olfactory receptor 874
BC141575	100014552	without	258413	Olfr881	olfactory receptor 881
BC146586	100014839	with	258413	Olfr881	olfactory receptor 881
BC148820	100015845	with	258414	Olfr883	olfactory receptor 883
BC146336	100015188	without	258414	Olfr883	olfactory receptor 883
BC146337	100015200	without	258415	Olfr887	olfactory receptor 887
BC148389	100015333	without	258868	Olfr894	olfactory receptor 894
BC153011	100016269	with	258868	Olfr894	olfactory receptor 894
BC148450	100015378	without	258872	Olfr908	olfactory receptor 908
BC153042	100016383	with	258872	Olfr908	olfactory receptor 908
BC152749	100016012	without	258806	Olfr912	olfactory receptor 912
BC152953	100016161	without	258432	Olfr919	olfactory receptor 919
BC141590	100014542	without	404322	Olfr924	olfactory receptor 924
BC148449	100015366	without	258434	Olfr934	olfactory receptor 934
BC153040	100016359	with	258434	Olfr934	olfactory receptor 934
BC141578	100014588	without	258741	Olfr935	olfactory receptor 935
BC156178	100061536	without	258431	Olfr937	olfactory receptor 937
BC156920	100063552	with	258431	Olfr937	olfactory receptor 937
BC141518	100014509	without	257912	Olfr948	olfactory receptor 948
BC160270	100063918	with	258506	Olfr95	olfactory receptor 95
BC148448	100015449	without	258328	Olfr954	olfactory receptor 954
BC153039	100016347	with	258328	Olfr954	olfactory receptor 954
BC146333	100015247	without	258242	Olfr955	olfactory receptor 955
BC148817	100015904	with	258242	Olfr955	olfactory receptor 955
BC140270	100014299	without	258865	Olfr992	olfactory receptor 992
BC141642	100014685	with	258865	Olfr992	olfactory receptor 992
BC148345	100015291	without	18302	Oit3	oncoprotein induced transcript 3
BC152985	100016310	with	18302	Oit3	oncoprotein induced transcript 3
BC156275	100061672	without	216157	ORF61	open reading frame 61
BC156120	100062327	without	13603	Opn3	opsin 3
BC156916	100062735	with	13603	Opn3	opsin 3
BC156288	100061662	without	246190	Otoa	otoancorin
BC148738	100015830	with	21906	Otop1	otopetrin 1
BC146285	100015229	without	21906	Otop1	otopetrin 1
BC141529	100014558	without	237987	Otop2	otopetrin 2
BC165953	100066253	with	69602	Otop3	otopetrin 3
BC148550	100015499	without	108078	Olr1	oxidized low density lipoprotein (lectin-like) receptor 1
BC148511	100015494	without	64291	Osbpl1a	oxysterol binding protein-like 1A
BC153110	100016432	with	64291	Osbpl1a	oxysterol binding protein-like 1A
BC166009	100066309	with	71240	Osbpl7	oxysterol binding protein-like 7
BC148471	100015452	without	18430	Oxtr	oxytocin receptor
BC167167	100068067	with	18479	Pak1	p21 protein (Cdc42/Rac)-activated kinase 1
BC148654	100015561	without	241656	Pak7	p21 protein (Cdc42/Rac)-activated kinase 7
BC156990	100062872	with	241656	Pak7	p21 protein (Cdc42/Rac)-activated kinase 7
BC156134	100062425	without	18507	Pax5	paired box gene 5
BC156072	100062368	without	18509	Pax7	paired box gene 7
BC156884	100062729	with	18509	Pax7	paired box gene 7
BC160334	100064078	with	19127	Prop1	paired like homeodomain factor 1
BC166006	100066306	with	18722	Pira1	paired-Ig-like receptor A1
BC165986	100066286	with	18725	Pira2	paired-Ig-like receptor A2
BC165996	100066296	with	18727	Pira4	paired-Ig-like receptor A4
BC172615	100069423	without	11859	Phox2a	paired-like homeobox 2a
BC172722	100069530	with	11859	Phox2a	paired-like homeobox 2a
BC167194	100068094	with	72333	Palld	"palladin, cytoskeletal associated protein"
BC141455	100014693	without	19063	Ppt1	palmitoyl-protein thioesterase 1
BC148714	100015706	with	19063	Ppt1	palmitoyl-protein thioesterase 1
BC141516	100014580	without	406218	Panx2	pannexin 2
BC146559	100014832	with	406218	Panx2	pannexin 2
BC167176	100068076	with	72823	Pard3b	par-3 partitioning defective 3 homolog B (C. elegans)
BC152959	100016138	without	231903	Prhoxnb	parahox cluster neighbor
BC140226	100014234	without	114640	Pth2	parathyroid hormone 2
BC141612	100014654	with	114640	Pth2	parathyroid hormone 2
BC140402	100014463	without	213527	Pth2r	parathyroid hormone 2 receptor
BC156082	100062393	without	19206	Ptch1	patched homolog 1
BC166018	100066318	with	19207	Ptch2	patched homolog 2
BC156757	100062263	with	170676	Peg10	paternally expressed 10
BC152794	100015959	without	19303	Pxn	paxillin
BC165968	100066268	with	170761	Pdzd3	PDZ domain containing 3
BC172701	100069509	with	54604	Pcnx	pecanex homolog (Drosophila)
BC156655	100062116	with	104401	Pcnxl3	pecanex-like 3 (Drosophila)
BC156171	100062407	without	18599	Padi1	"peptidyl arginine deiminase, type I"
BC157010	100062840	with	18599	Padi1	"peptidyl arginine deiminase, type I"
BC166013	100066313	with	18484	Pam	peptidylglycine alpha-amidating monooxygenase
BC167236	100068136	with	18627	Per2	period homolog 2 (Drosophila)
BC152974	100016224	with	26930	Ppnr	per-pentamer repeat gene
BC152716	100015936	without	26930	Ppnr	per-pentamer repeat gene
BC160354	100064098	with	21652	Phf1	PHD finger protein 1
BC141532	100014499	without	237928	Phospho1	"phosphatase, orphan 1"
BC140284	100014218	without	18559	Pctp	phosphatidylcholine transfer protein
BC156713	100062268	with	18559	Pctp	phosphatidylcholine transfer protein
BC148367	100015318	without	18711	Pikfyve	"phosphoinositide kinase, FYVE finger containing"
BC156752	100062286	with	18796	Plcb2	"phospholipase C, beta 2"
BC148434	100015376	without	269615	Plch2	"phospholipase C, eta 2"
BC153018	100016294	with	269615	Plch2	"phospholipase C, eta 2"
BC166025	100066325	with	18679	Phka1	phosphorylase kinase alpha 1
BC148393	100015286	without	330890	Piwil4	piwi-like homolog 4 (Drosophila)
BC153016	100016246	with	330890	Piwil4	piwi-like homolog 4 (Drosophila)
BC160226	100063874	with	18793	Plaur	"plasminogen activator, urokinase receptor"
BC160361	100064105	with	19204	Ptafr	platelet-activating factor receptor
BC156162	100062477	without	102075	Plekhg4	"pleckstrin homology domain containing, family G (with RhoGef domain) member 4"
BC156995	100062802	with	102075	Plekhg4	"pleckstrin homology domain containing, family G (with RhoGef domain) member 4"
BC148338	100015302	without	269608	Plekhg5	"pleckstrin homology domain containing, family G (with RhoGef domain) member 5"
BC152981	100016309	with	269608	Plekhg5	"pleckstrin homology domain containing, family G (with RhoGef domain) member 5"
BC160290	100064034	with	83946	Phip	pleckstrin homology domain interacting protein
BC167178	100068078	with	22634	Plagl1	pleiomorphic adenoma gene-like 1
BC156397	100061981	without	18846	Plxna3	plexin A3
BC156654	100062187	with	18789	Papola	poly (A) polymerase alpha
BC160292	100064036	with	26430	Parg	poly (ADP-ribose) glycohydrolase
BC172609	100069417	without	66923	Pbrm1	polybromo 1
BC172736	100069544	with	66923	Pbrm1	polybromo 1
BC156299	100061812	without	18766	Pkdrej	"polycystic kidney disease (polycystin) and REJ (sperm receptor for egg jelly homolog, sea urchin)"
BC146356	100015238	without	320655	Pgap3	post-GPI attachment to proteins 3
BC148841	100015872	with	320655	Pgap3	post-GPI attachment to proteins 3
BC160321	100064065	with	239217	Kctd12	potassium channel tetramerisation domain containing 12
BC152742	100016023	without	16527	Kcnk3	"potassium channel, subfamily K, member 3"
BC156198	100061622	without	16532	Kcnu1	"potassium channel, subfamily U, member 1"
BC172702	100069510	with	16495	Kcna7	"potassium voltage-gated channel, shaker-related subfamily, member 7"
BC148342	100015350	without	225030	Kcng3	"potassium voltage-gated channel, subfamily G, member 3"
BC152984	100016298	with	225030	Kcng3	"potassium voltage-gated channel, subfamily G, member 3"
BC156352	100061851	without	380728	Kcnh4	"potassium voltage-gated channel, subfamily H (eag-related), member 4"
BC148599	100015613	without	170738	Kcnh7	"potassium voltage-gated channel, subfamily H (eag-related), member 7"
BC156315	100061814	without	16536	Kcnq2	"potassium voltage-gated channel, subfamily Q, member 2"
BC156308	100061730	without	226922	Kcnq5	"potassium voltage-gated channel, subfamily Q, member 5"
BC148748	100015808	with	18986	Pou2f1	"POU domain, class 2, transcription factor 1"
BC146305	100015196	without	18986	Pou2f1	"POU domain, class 2, transcription factor 1"
BC148604	100015578	without	18988	Pou2f3	"POU domain, class 2, transcription factor 3"
BC172630	100069438	without	18991	Pou3f1	"POU domain, class 3, transcription factor 1"
BC172733	100069541	with	18991	Pou3f1	"POU domain, class 3, transcription factor 1"
BC172622	100069430	without	18992	Pou3f2	"POU domain, class 3, transcription factor 2"
BC172726	100069534	with	18992	Pou3f2	"POU domain, class 3, transcription factor 2"
BC156037	100062304	without	18993	Pou3f3	"POU domain, class 3, transcription factor 3"
BC156891	100062754	with	18997	Pou4f2	"POU domain, class 4, transcription factor 2"
BC172658	100069466	with	12142	Prdm1	"PR domain containing 1, with ZNF domain"
BC156279	100061637	without	110593	Prdm2	"PR domain containing 2, with ZNF domain"
BC141459	100014741	without	22363	Vpreb2	pre-B lymphocyte gene 2
BC148717	100015742	with	22363	Vpreb2	pre-B lymphocyte gene 2
BC160368	100064112	with	624860	Gm12253	predicted gene 12253
BC141569	100014575	without	230398	Gm13280	predicted gene 13280
BC160204	100063852	with	383787	Gm1337	predicted gene 1337
BC152781	100015993	without	654464	Gm15386	predicted gene 15386
BC156759	100062216	with	654464	Gm15386	predicted gene 15386
BC160210	100063858	with	114600	Gm4736	predicted gene 4736
BC160347	100064091	with	317677	Gm5077	predicted gene 5077
BC146403	100015136	without	330513	Gm5114	predicted gene 5114
BC148842	100015908	with	330513	Gm5114	predicted gene 5114
BC156687	100062192	with	381484	Gm5150	predicted gene 5150
BC172627	100069435	without	384813	Gm5346	predicted gene 5346
BC172730	100069538	with	384813	Gm5346	predicted gene 5346
BC165992	100066292	with	406223	Gm5414	predicted gene 5414
BC146444	100015094	without	408196	Gm5416	predicted gene 5416
BC153058	100016350	with	408196	Gm5416	predicted gene 5416
BC160336	100064080	with	619517	Gm6084	predicted gene 6084
BC156784	100062243	with	622408	Gm6320	predicted gene 6320
BC152960	100016150	without	330440	Gm766	predicted gene 766
BC152888	100016067	without	751864	Gm9733	predicted gene 9733
BC156626	100062051	with	751864	Gm9733	predicted gene 9733
BC141492	100014781	without	386551	Gm5409	predicted pseudogene 5409
BC148773	100015777	with	386551	Gm5409	predicted pseudogene 5409
BC165944	100066244	with	347710	Pramel4	preferentially expressed antigen in melanoma like 4
BC140407	100014428	without	347711	Pramel6	preferentially expressed antigen in melanoma like 6
BC146487	100014995	with	347711	Pramel6	preferentially expressed antigen in melanoma like 6
BC160230	100063878	with	83565	Pramel3	preferentially expressed antigen in melanoma-like 3
BC156243	100061632	without	18491	Pappa	pregnancy-associated plasma protein A
BC148473	100015381	without	56868	Psg23	pregnancy-specific glycoprotein 23
BC153068	100016364	with	56868	Psg23	pregnancy-specific glycoprotein 23
BC148861	100015899	with	114774	Pawr	"PRKC, apoptosis, WT1, regulator"
BC148613	100015591	without	114774	Pawr	"PRKC, apoptosis, WT1, regulator"
BC140212	100014256	without	54192	Pbsn	probasin
BC141605	100014676	with	54192	Pbsn	probasin
BC160251	100063899	with	18542	Pcolce	procollagen C-endopeptidase enhancer protein
BC148378	100015284	without	18567	Pdcd2	programmed cell death 2
BC166005	100066305	with	50996	Pdcd7	programmed cell death 7
BC148668	100015634	without	215029	Prl3d3	"prolactin family 3, subfamily d, member 3"
BC153206	100016535	with	215029	Prl3d3	"prolactin family 3, subfamily d, member 3"
BC140214	100014280	without	19111	Prl6a1	"prolactin family 6, subfamily a, member 1"
BC160332	100064076	with	170952	Prima1	proline rich membrane anchor 1
BC172602	100069410	without	83380	Prp2	proline rich protein 2
BC172724	100069532	with	83380	Prp2	proline rich protein 2
BC160211	100063859	with	108767	Pnrc1	proline-rich nuclear receptor coactivator 1
BC156821	100062502	with	18551	Pcsk4	proprotein convertase subtilisin/kexin type 4
BC160278	100063926	with	65112	Pmepa1	"prostate transmembrane protein, androgen induced 1"
BC148737	100015818	with	22072	Prss2	"protease, serine, 2"
BC146284	100015217	without	22072	Prss2	"protease, serine, 2"
BC156706	100062147	with	328780	Prss34	"protease, serine, 34"
BC167239	100068139	with	77613	Prss36	"protease, serine, 36"
BC156065	100062367	without	272643	Prss43	"protease, serine, 43"
BC156882	100062776	with	272643	Prss43	"protease, serine, 43"
BC160228	100063876	with	73336	Prss44	"protease, serine, 44"
BC160288	100064032	with	103554	Psme4	"proteasome (prosome, macropain) activator subunit 4"
BC160349	100064093	with	72836	Pot1b	protection of telomeres 1B
BC156740	100062225	with	102182	Prmt10	protein arginine methyltransferase 10 (putative)
BC152947	100016184	without	216974	Proca1	protein interacting with cyclin A1
BC165948	100066248	with	18754	Prkce	"protein kinase C, epsilon"
BC167174	100068074	with	333654	Ppp1r13l	"protein phosphatase 1, regulatory (inhibitor) subunit 13 like"
BC156116	100062362	without	108954	Ppp1r15b	"protein phosphatase 1, regulatory (inhibitor) subunit 15b"
BC156913	100062782	with	108954	Ppp1r15b	"protein phosphatase 1, regulatory (inhibitor) subunit 15b"
BC148447	100015437	without	237178	Ppef1	protein phosphatase with EF hand calcium-binding domain 1
BC172703	100069511	with	19249	Ptpn13	"protein tyrosine phosphatase, non-receptor type 13"
BC167229	100068129	with	19250	Ptpn14	"protein tyrosine phosphatase, non-receptor type 14"
BC160274	100063922	with	19256	Ptpn20	"protein tyrosine phosphatase, non-receptor type 20"
BC160246	100063894	with	545622	Ptpn3	"protein tyrosine phosphatase, non-receptor type 3"
BC140437	100014432	without	19258	Ptpn4	"protein tyrosine phosphatase, non-receptor type 4"
BC167212	100068112	with	19264	Ptprc	"protein tyrosine phosphatase, receptor type, C"
BC160345	100064089	with	19267	Ptpre	"protein tyrosine phosphatase, receptor type, E"
BC168385	100068354	with	19270	Ptprg	"protein tyrosine phosphatase, receptor type, G"
BC148595	100015565	without	19271	Ptprj	"protein tyrosine phosphatase, receptor type, J"
BC156870	100062773	with	19271	Ptprj	"protein tyrosine phosphatase, receptor type, J"
BC148365	100015294	without	19275	Ptprn	"protein tyrosine phosphatase, receptor type, N"
BC156648	100062115	with	19275	Ptprn	"protein tyrosine phosphatase, receptor type, N"
BC156361	100061864	without	19281	Ptprt	"protein tyrosine phosphatase, receptor type, T"
BC172678	100069486	with	19281	Ptprt	"protein tyrosine phosphatase, receptor type, T"
BC156888	100062706	with	19273	Ptpru	"protein tyrosine phosphatase, receptor type, U"
BC156150	100062404	without	13924	Ptprv	"protein tyrosine phosphatase, receptor type, V"
BC141456	100014705	without	19152	Prtn3	proteinase 3
BC148715	100015718	with	19152	Prtn3	proteinase 3
BC156141	100062414	without	53601	Pcdh12	protocadherin 12
BC172672	100069480	with	53601	Pcdh12	protocadherin 12
BC172646	100069454	with	11994	Pcdh15	protocadherin 15
BC165991	100066291	with	211712	Pcdh9	protocadherin 9
BC167180	100068080	with	12943	Pcdha10	protocadherin alpha 10
BC156384	100062618	without	12942	Pcdha11	protocadherin alpha 11
BC172667	100069475	with	12942	Pcdha11	protocadherin alpha 11
BC156386	100062642	without	353234	Pcdha2	protocadherin alpha 2
BC172669	100069477	with	353234	Pcdha2	protocadherin alpha 2
BC167173	100068073	with	12941	Pcdha5	protocadherin alpha 5
BC160380	100064124	with	12937	Pcdha6	protocadherin alpha 6
BC167255	100068155	with	192161	Pcdha9	protocadherin alpha 9
BC160198	100063846	with	353236	Pcdhac1	"protocadherin alpha subfamily C, 1"
BC167253	100068153	with	353237	Pcdhac2	"protocadherin alpha subfamily C, 2"
BC160342	100064086	with	93882	Pcdhb11	protocadherin beta 11
BC156700	100062170	with	93876	Pcdhb5	protocadherin beta 5
BC167188	100068088	with	93709	Pcdhga1	"protocadherin gamma subfamily A, 1"
BC160199	100063847	with	93702	Pcdhgb5	"protocadherin gamma subfamily B, 5"
BC167223	100068123	with	235472	Prtg	protogenin homolog (Gallus gallus)
BC156259	100061646	without	56194	Prpf40a	PRP40 pre-mRNA processing factor 40 homolog A (yeast)
BC156181	100061572	without	19290	Pura	purine rich element binding protein A
BC156317	100061743	without	19291	Purb	purine rich element binding protein B
BC160353	100064097	with	18770	Pklr	pyruvate kinase liver and red blood cell
BC152733	100015974	without	268451	Rab11fip4	RAB11 family interacting protein 4 (class II)
BC172698	100069506	with	52055	Rab11fip5	RAB11 family interacting protein 5 (class I)
BC152766	100016003	without	19328	Rab12	"RAB12, member RAS oncogene family"
BC156697	100062134	with	73341	Arhgef6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6
BC168398	100068367	with	19360	Rad50	RAD50 homolog (S. cerevisiae)
BC148356	100015269	without	71746	Rgl3	ral guanine nucleotide dissociation stimulator-like 3
BC152992	100016300	with	71746	Rgl3	ral guanine nucleotide dissociation stimulator-like 3
BC148412	100015361	without	66011	Ranbp17	RAN binding protein 17
BC140322	100014331	without	233046	Rasgrp4	RAS guanyl releasing protein 4
BC146526	100014918	with	233046	Rasgrp4	RAS guanyl releasing protein 4
BC156318	100061767	without	69581	Rhou	"ras homolog gene family, member U"
BC160200	100063848	with	114713	Rasa2	RAS p21 protein activator 2
BC152771	100015968	without	320484	Rasal3	RAS protein activator like 3
BC156258	100061634	without	19418	Rasgrf2	RAS protein-specific guanine nucleotide-releasing factor 2
BC148631	100015570	without	19395	Rasgrp2	"RAS, guanyl releasing protein 2"
BC148501	100015469	without	52187	Rragd	Ras-related GTP binding D
BC153104	100016466	with	52187	Rragd	Ras-related GTP binding D
BC165975	100066275	with	19668	Rbpjl	recombination signal binding protein for immunoglobulin kappa J region-like
BC167215	100068115	with	79456	Recql4	RecQ protein-like 4
BC156758	100062299	with	170472	Recql5	RecQ protein-like 5
BC160378	100064122	with	116837	Rims1	regulating synaptic membrane exocytosis 1
BC152875	100016077	without	241770	Rims4	regulating synaptic membrane exocytosis 4
BC156344	100061838	without	50782	Rgs11	regulator of G-protein signaling 11
BC167200	100068100	with	74370	Rptor	"regulatory associated protein of MTOR, complex 1"
BC156261	100061670	without	319758	Rfx7	"regulatory factor X, 7"
BC160232	100063880	with	212108	Rln3	relaxin 3
BC156370	100062628	without	381489	Rxfp1	relaxin/insulin-like family peptide receptor 1
BC172664	100069472	with	381489	Rxfp1	relaxin/insulin-like family peptide receptor 1
BC140409	100014452	without	385343	Rhox1	reproductive homeobox 1
BC146489	100015031	with	385343	Rhox1	reproductive homeobox 1
BC160253	100063901	with	57737	Rhox4b	reproductive homeobox 4B
BC156600	100062035	with	664610	Rhox4d	reproductive homeobox 4D
BC141499	100014770	without	636177	Rhox4f	reproductive homeobox 4F
BC148779	100015754	with	636177	Rhox4f	reproductive homeobox 4F
BC160369	100064113	with	664608	Rhox4g	reproductive homeobox 4G
BC156948	100063606	with	216453	Rdh19	retinol dehydrogenase 19
BC148618	100015568	without	235033	Rdh8	retinol dehydrogenase 8
BC153184	100016542	with	235033	Rdh8	retinol dehydrogenase 8
BC172679	100069487	with	78514	Arhgap10	Rho GTPase activating protein 10
BC156106	100062325	without	58996	Arhgap23	Rho GTPase activating protein 23
BC156993	100062849	with	58996	Arhgap23	Rho GTPase activating protein 23
BC148467	100015404	without	11856	Arhgap6	Rho GTPase activating protein 6
BC153064	100016375	with	11856	Arhgap6	Rho GTPase activating protein 6
BC156338	100061849	without	622434	Arhgef26	Rho guanine nucleotide exchange factor (GEF) 26
BC156147	100062451	without	19877	Rock1	Rho-associated coiled-coil containing protein kinase 1
BC156985	100062871	with	19877	Rock1	Rho-associated coiled-coil containing protein kinase 1
BC156153	100062440	without	19878	Rock2	Rho-associated coiled-coil containing protein kinase 2
BC165985	100066285	with	110651	Rps6ka3	ribosomal protein S6 kinase polypeptide 3
BC140305	100014388	without	66129	1110018J18Rik	RIKEN cDNA 1110018J18 gene
BC156631	100062112	with	66129	1110018J18Rik	RIKEN cDNA 1110018J18 gene
BC152867	100016076	without	68721	1110032A03Rik	RIKEN cDNA 1110032A03 gene
BC141466	100014730	without	69189	1810033B17Rik	RIKEN cDNA 1810033B17 gene
BC152923	100016145	without	72080	2010317E24Rik	RIKEN cDNA 2010317E24 gene
BC160268	100063916	with	72307	2510002D24Rik	RIKEN cDNA 2510002D24 gene
BC167252	100068152	with	319719	4732471D19Rik	RIKEN cDNA 4732471D19 gene
BC172629	100069437	without	619303	4930567H17Rik	RIKEN cDNA 4930567H17 gene
BC172731	100069539	with	619303	4930567H17Rik	RIKEN cDNA 4930567H17 gene
BC148555	100015464	without	70567	5730455O13Rik	RIKEN cDNA 5730455O13 gene
BC153141	100016508	with	70567	5730455O13Rik	RIKEN cDNA 5730455O13 gene
BC146429	100015092	without	215772	9130014G24Rik	RIKEN cDNA 9130014G24 gene
BC153036	100016358	with	215772	9130014G24Rik	RIKEN cDNA 9130014G24 gene
BC141507	100014771	without	77432	9530002B09Rik	RIKEN cDNA 9530002B09 gene
BC148786	100015767	with	77432	9530002B09Rik	RIKEN cDNA 9530002B09 gene
BC148500	100015457	without	319482	9530053A07Rik	RIKEN cDNA 9530053A07 gene
BC153103	100016454	with	319482	9530053A07Rik	RIKEN cDNA 9530053A07 gene
BC148391	100015357	without	319801	9630033F20Rik	RIKEN cDNA 9630033F20 gene
BC153014	100016317	with	319801	9630033F20Rik	RIKEN cDNA 9630033F20 gene
BC148328	100015348	without	213993	A630007B06Rik	RIKEN cDNA A630007B06 gene
BC148520	100015507	without	235973	A630095E13Rik	RIKEN cDNA A630095E13 gene
BC153116	100016445	with	235973	A630095E13Rik	RIKEN cDNA A630095E13 gene
BC146437	100015093	without	320148	B430306N03Rik	RIKEN cDNA B430306N03 gene
BC156662	100062141	with	320148	B430306N03Rik	RIKEN cDNA B430306N03 gene
BC172653	100069461	with	211135	D130040H23Rik	RIKEN cDNA D130040H23 gene
BC140242	100014236	without	57373	D930014E17Rik	RIKEN cDNA D930014E17 gene
BC141621	100014656	with	57373	D930014E17Rik	RIKEN cDNA D930014E17 gene
BC152751	100015953	without	228592	F830045P16Rik	RIKEN cDNA F830045P16 gene
BC152821	100016094	without	231760	Rimbp2	RIMS binding protein 2
BC152931	100016158	without	381305	Rc3h1	RING CCCH (C3H) domains 1
BC160221	100063869	with	330812	Rnf150	ring finger protein 150
BC148491	100015419	without	320040	Rnf222	ring finger protein 222
BC153084	100016331	with	320040	Rnf222	ring finger protein 222
BC152857	100016051	without	19823	Rnf7	ring finger protein 7
BC156675	100062131	with	622473	Ripply1	ripply1 homolog (zebrafish)
BC160306	100064050	with	382089	Ripply2	ripply2 homolog (zebrafish)
BC156297	100061788	without	19886	Ros1	Ros1 proto-oncogene
BC167219	100068119	with	19876	Robo1	roundabout homolog 1 (Drosophila)
BC167164	100068064	with	244585	Rpgrip1l	Rpgrip1-like
BC152876	100016089	without	239405	Rspo2	R-spondin 2 homolog (Xenopus laevis)
BC156617	100062073	with	239405	Rspo2	R-spondin 2 homolog (Xenopus laevis)
BC148344	100015279	without	216724	Rufy1	RUN and FYVE domain containing 1
BC172607	100069415	without	12393	Runx2	runt related transcription factor 2
BC172715	100069523	with	12393	Runx2	runt related transcription factor 2
BC168396	100068365	with	12399	Runx3	runt related transcription factor 3
BC160382	100064126	with	244891	Scaper	S phase cyclin A-associated protein in the ER
BC152946	100016172	without	76407	Sun5	Sad1 and UNC84 domain containing 5
BC148600	100015625	without	99377	Sall4	sal-like 4 (Drosophila)
BC156717	100062257	with	99377	Sall4	sal-like 4 (Drosophila)
BC146549	100014913	with	17691	Sik1	salt inducible kinase 1
BC140435	100014408	without	17691	Sik1	salt inducible kinase 1
BC152763	100016026	without	235344	Sik2	salt inducible kinase 2
BC148361	100015341	without	70097	Sash1	SAM and SH3 domain containing 1
BC152995	100016277	with	70097	Sash1	SAM and SH3 domain containing 1
BC156772	100062277	with	74131	Sash3	SAM and SH3 domain containing 3
BC160244	100063892	with	20391	Sgca	"sarcoglycan, alpha (dystrophin-associated glycoprotein)"
BC141535	100014535	without	237887	Slfn10-ps	"schlafen 10, pseudogene"
BC148384	100015273	without	237886	Slfn9	schlafen 9
BC160337	100064081	with	338417	Scgb1c1	"secretoglobin, family 1C, member 1"
BC160256	100063904	with	56546	Sec1	secretory blood group 1
BC156809	100062559	with	20352	Sema4b	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B"
BC156070	100062332	without	20360	Sema6c	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C"
BC140261	100014286	without	387564	Sval3	seminal vesicle antigen-like 3
BC146530	100014895	with	387564	Sval3	seminal vesicle antigen-like 3
BC156403	100061923	without	269254	Setx	senataxin
BC156710	100062207	with	435350	Serpinb6e	"serine (or cysteine) peptidase inhibitor, clade B, member 6e"
BC148575	100015514	without	408198	Spink7	"serine peptidase inhibitor, Kazal type 7 (putative)"
BC156750	100062262	with	408198	Spink7	"serine peptidase inhibitor, Kazal type 7 (putative)"
BC160335	100064079	with	545378	Sh2d1b2	SH2 domain protein 1B2
BC156114	100062338	without	14218	Sh3pxd2a	SH3 and PX domains 2A
BC156910	100062746	with	14218	Sh3pxd2a	SH3 and PX domains 2A
BC156084	100062322	without	225608	Sh3tc2	SH3 domain and tetratricopeptide repeats 2
BC156951	100063631	with	225608	Sh3tc2	SH3 domain and tetratricopeptide repeats 2
BC167171	100068071	with	210274	Shank2	SH3/ankyrin domain gene 2
BC141538	100014571	without	50795	Sh3bgr	SH3-binding domain glutamic acid-rich protein
BC153095	100016488	with	50795	Sh3bgr	SH3-binding domain glutamic acid-rich protein
BC156605	100062095	with	58194	Sh3kbp1	SH3-domain kinase binding protein 1
BC152904	100016130	without	271849	Shc4	"SHC (Src homology 2 domain containing) family, member 4"
BC172634	100069442	without	20429	Shox2	short stature homeobox 2
BC160229	100063877	with	94282	Sfxn5	sideroflexin 5
BC152820	100016082	without	56788	Scube2	"signal peptide, CUB domain, EGF-like 2"
BC148350	100015292	without	268935	Scube3	"signal peptide, CUB domain, EGF-like 3"
BC141425	100014701	without	66661	Srp72	signal recognition particle 72
BC167243	100068143	with	20847	Stat2	signal transducer and activator of transcription 2
BC152782	100016005	without	751865	Sap25	sin3 associated polypeptide
BC156601	100062047	with	751865	Sap25	sin3 associated polypeptide
BC160194	100063842	with	20464	Sim1	single-minded homolog 1 (Drosophila)
BC165995	100066295	with	93759	Sirt1	"sirtuin 1 (silent mating type information regulation 2, homolog) 1 (S. cerevisiae)"
BC152935	100016206	without	14270	Srgap2	SLIT-ROBO Rho GTPase activating protein 2
BC156692	100062157	with	14270	Srgap2	SLIT-ROBO Rho GTPase activating protein 2
BC167211	100068111	with	259302	Srgap3	SLIT-ROBO Rho GTPase activating protein 3
BC148503	100015493	without	193116	Slu7	SLU7 splicing factor homolog (S. cerevisiae)
BC140304	100014376	without	20638	Snrpb	small nuclear ribonucleoprotein B
BC141604	100014652	with	20638	Snrpb	small nuclear ribonucleoprotein B
BC148789	100015803	with	20756	Sprr2b	small proline-rich protein 2B
BC146458	100015167	without	20756	Sprr2b	small proline-rich protein 2B
BC160202	100063850	with	20758	Sprr2d	small proline-rich protein 2D
BC148438	100015424	without	20759	Sprr2e	small proline-rich protein 2E
BC156737	100062272	with	20759	Sprr2e	small proline-rich protein 2E
BC146411	100015137	without	20760	Sprr2f	small proline-rich protein 2F
BC153170	100016587	with	20760	Sprr2f	small proline-rich protein 2F
BC156163	100062406	without	20762	Sprr2h	small proline-rich protein 2H
BC157000	100062862	with	20762	Sprr2h	small proline-rich protein 2H
BC141457	100014717	without	20763	Sprr2i	small proline-rich protein 2I
